DESCRIPTION,RATING,REVIEWS COUNT,IMAGE,LINK,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09
"Samsung Galaxy M01s  (Light Blue,3 GB RAM, 32 GB)",4.2,455,https://rukminim1.flixcart.com/image/416/416/kdbzqfk0/mobile/w/f/e/samsung-galaxy-m01s-b089ms4lgt-original-imafu9n25bvzyzgf.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-m01s-light-blue-32-gb/p/itm165dd2039b184?pid=MOBFU897FS2HKWFE&lid=LSTMOBFU897FS2HKWFEE7KWQ3&marketplace=FLIPKART&srno=s_2_34&otracker=search&fm=organic&iid=5b80df22-a746-40aa-8b67-35a1fdea1d23.MOBFU897FS2HKWFE.SEARCH&ssid=qexr8l82wg0000001612574314049&qH=9a56a29d6da35374,9386,9302,9274,9274,9099,9404,9404,9399,9385,9404,9399,9399,9385,9390,9404,9560,9390,9390,9499,9498,9498,9498,9379,9589,9589,9375,9389,9404,9404,9384,10999,10999
"Samsung Galaxy A21s (Black,4 GB RAM, 64 GB)",4.2,15318,https://rukminim1.flixcart.com/image/416/416/kbi9h8w0/mobile/g/g/c/samsung-galaxy-a21s-sm-a217fzkfins-original-imafsuyajewgnfcg.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a21s-black-64-gb/p/itme5f657d8935df?pid=MOBFSFMJZVFVNDAG&lid=LSTMOBFSFMJZVFVNDAGCQVA7S&marketplace=FLIPKART&srno=s_2_35&otracker=search&fm=organic&iid=5b80df22-a746-40aa-8b67-35a1fdea1d23.MOBFSFMJZVFVNDAG.SEARCH&ssid=qexr8l82wg0000001612574314049&qH=9a56a29d6da35374,14999,14999,14999,14999,14999,14999,14999,13999,13999,13999,12999,12999,12999,13999,13999,13999,13999,13999,13999,13999,13999,13999,13999,14999,14999,13999,13999,13999,13999,13999,12999,12999
"Samsung Galaxy A21s (White,4 GB RAM, 64 GB)",4.2,15318,https://rukminim1.flixcart.com/image/416/416/kbi9h8w0/mobile/q/z/t/samsung-galaxy-a21s-sm-a217fzwfins-original-imafsuyavazdt7rq.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a21s-white-64-gb/p/itm7c9ebb90b5080?pid=MOBFSFMJKQPBWJFB&lid=LSTMOBFSFMJKQPBWJFBBNW6ZF&marketplace=FLIPKART&srno=s_2_36&otracker=search&fm=organic&iid=5b80df22-a746-40aa-8b67-35a1fdea1d23.MOBFSFMJKQPBWJFB.SEARCH&ssid=qexr8l82wg0000001612574314049&qH=9a56a29d6da35374,14999,14999,14999,14999,14999,14999,14999,13999,13999,13999,12999,12999,12999,13999,13999,13999,13999,13999,13999,13999,13999,13999,13999,14999,14999,13999,13999,13999,13999,13999,12999,12999
"Samsung Galaxy A31 (Prism Crush White,6 GB RAM, 128 GB)",4.3,8011,https://rukminim1.flixcart.com/image/416/416/kamtsi80/mobile/4/a/6/samsung-galaxy-a31-sm-a315fzwwins-original-imafs5p5y3gf4cej.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a31-prism-crush-white-128-gb/p/itma110137399bdc?pid=MOBFRZZHFMBJC4A6&lid=LSTMOBFRZZHFMBJC4A67RUS3Y&marketplace=FLIPKART&srno=s_2_38&otracker=search&fm=organic&iid=5b80df22-a746-40aa-8b67-35a1fdea1d23.MOBFRZZHFMBJC4A6.SEARCH&ssid=qexr8l82wg0000001612574314049&qH=9a56a29d6da35374,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999,17999
"Samsung Galaxy A51 (Prism Crush Black,6 GB RAM, 128 GB)",4.3,8572,https://rukminim1.flixcart.com/image/416/416/k62i5jk0/mobile/y/k/s/samsung-galaxy-a51-sm-a515fzkhins-original-imafzhr399hrsbzb.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a51-prism-crush-black-128-gb/p/itm38c2ee53cb67b?pid=MOBFZ4AJRFZTYZHJ&lid=LSTMOBFZ4AJRFZTYZHJ5MZTZS&marketplace=FLIPKART&srno=s_2_39&otracker=search&fm=organic&iid=5b80df22-a746-40aa-8b67-35a1fdea1d23.MOBFZ4AJRFZTYZHJ.SEARCH&ssid=qexr8l82wg0000001612574314049&qH=9a56a29d6da35374,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999
"Samsung Galaxy A21s (Black,6 GB RAM, 128 GB)",4.2,6044,https://rukminim1.flixcart.com/image/416/416/kbi9h8w0/mobile/g/g/c/samsung-galaxy-a21s-sm-a217fzkfins-original-imafsuyajewgnfcg.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a21s-black-128-gb/p/itmcb23937a962e3?pid=MOBFWCFDEHTZVQMZ&lid=LSTMOBFWCFDEHTZVQMZ6HMJCL&marketplace=FLIPKART&srno=s_2_40&otracker=search&fm=organic&iid=5b80df22-a746-40aa-8b67-35a1fdea1d23.MOBFWCFDEHTZVQMZ.SEARCH&ssid=qexr8l82wg0000001612574314049&qH=9a56a29d6da35374,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499
"Samsung Galaxy A71 (Prism Crush Blue,8 GB RAM, 128 GB)",4.4,5676,https://rukminim1.flixcart.com/image/416/416/k6fd47k0/mobile/t/a/u/samsung-galaxy-a71-sm-a715fzbwins-original-imafzvtqvz7vtgzs.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a71-prism-crush-blue-128-gb/p/itmb719fd01880e3?pid=MOBFZ4AJJSWKTTAU&lid=LSTMOBFZ4AJJSWKTTAUBGGM4Q&marketplace=FLIPKART&srno=s_2_41&otracker=search&fm=organic&iid=5b80df22-a746-40aa-8b67-35a1fdea1d23.MOBFZ4AJJSWKTTAU.SEARCH&ssid=qexr8l82wg0000001612574314049&qH=9a56a29d6da35374,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499
"Samsung Galaxy A51 (Prism Crush Blue,8 GB RAM, 128 GB)",4.3,2982,https://rukminim1.flixcart.com/image/416/416/k62i5jk0/mobile/c/n/s/samsung-galaxy-a51-sm-a515fzbhins-original-imafzhr4cqc4wqnf.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a51-prism-crush-blue-128-gb/p/itm821baad86fbc5?pid=MOBFS72HDJXVHAYP&lid=LSTMOBFS72HDJXVHAYPN2FL91&marketplace=FLIPKART&srno=s_2_42&otracker=search&fm=organic&iid=5b80df22-a746-40aa-8b67-35a1fdea1d23.MOBFS72HDJXVHAYP.SEARCH&ssid=qexr8l82wg0000001612574314049&qH=9a56a29d6da35374,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499
"Samsung M01 core (Red,1 GB RAM, 16 GB)",4,5292,https://rukminim1.flixcart.com/image/416/416/kddf6a80/mobile/m/z/w/samsung-m01-core-b089mv96rw-original-imafuahczehquymd.jpeg?q=70,https://www.flipkart.com/samsung-m01-core-red-16-gb/p/itmc0e7614fd579e?pid=MOBFUAGV5QW3MMZW&lid=LSTMOBFUAGV5QW3MMZWL1PI5Z&marketplace=FLIPKART&srno=s_2_43&otracker=search&fm=organic&iid=5b80df22-a746-40aa-8b67-35a1fdea1d23.MOBFUAGV5QW3MMZW.SEARCH&ssid=qexr8l82wg0000001612574314049&qH=9a56a29d6da35374,5254,5202,5177,5177,5089,5078,5078,5114,5126,5085,5999,5999,5087,5180,5115,5097,5108,5108,5127,5117,5116,5116,5130,5130,5130,5191,5184,5174,5174,5174,5156,5156
"Samsung Galaxy S21 Ultra (Phantom Black,12 GB RAM, 256 GB)",4.6,274,https://rukminim1.flixcart.com/image/416/416/kjvrdzk0/mobile/t/x/3/samsung-galaxy-s21-ultra-sm-g998bzkginu-original-imafzcm2vacyygnb.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-s21-ultra-phantom-black-256-gb/p/itmbec2f700e2ff3?pid=MOBFZ3TMSMXZATX3&lid=LSTMOBFZ3TMSMXZATX354XEIV&marketplace=FLIPKART&srno=s_2_45&otracker=search&fm=organic&iid=5b80df22-a746-40aa-8b67-35a1fdea1d23.MOBFZ3TMSMXZATX3.SEARCH&ssid=qexr8l82wg0000001612574314049&qH=9a56a29d6da35374,"1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999"
"Samsung Galaxy A51 (Prism Crush Black,8 GB RAM, 128 GB)",4.3,2982,https://rukminim1.flixcart.com/image/416/416/k62i5jk0/mobile/y/k/s/samsung-galaxy-a51-sm-a515fzkhins-original-imafzhr399hrsbzb.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a51-prism-crush-black-128-gb/p/itmabb4d1b812551?pid=MOBFS72HZ9A2FNZP&lid=LSTMOBFS72HZ9A2FNZPPCHXAQ&marketplace=FLIPKART&srno=s_2_46&otracker=search&fm=organic&iid=5b80df22-a746-40aa-8b67-35a1fdea1d23.MOBFS72HZ9A2FNZP.SEARCH&ssid=qexr8l82wg0000001612574314049&qH=9a56a29d6da35374,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499
"Samsung Galaxy A51 (Haze Crush Silver,8 GB RAM, 128 GB)",4.3,2982,https://rukminim1.flixcart.com/image/416/416/kcuug7k0/mobile/x/u/q/samsung-galaxy-a51-sm-a515fmswins-original-imaftw9cecyhye7d.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a51-haze-crush-silver-128-gb/p/itmbd4cef8bba1de?pid=MOBFTW76ZWAJGFWA&lid=LSTMOBFTW76ZWAJGFWA0OGDAV&marketplace=FLIPKART&srno=s_2_47&otracker=search&fm=organic&iid=5b80df22-a746-40aa-8b67-35a1fdea1d23.MOBFTW76ZWAJGFWA.SEARCH&ssid=qexr8l82wg0000001612574314049&qH=9a56a29d6da35374,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499
"Samsung Galaxy A51 (Haze Crush Silver,6 GB RAM, 128 GB)",4.3,8572,https://rukminim1.flixcart.com/image/416/416/kcuug7k0/mobile/x/u/q/samsung-galaxy-a51-sm-a515fmswins-original-imaftw9cecyhye7d.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a51-haze-crush-silver-128-gb/p/itm1eb070d23f22d?pid=MOBFTW767YN8JXUQ&lid=LSTMOBFTW767YN8JXUQM0GVGO&marketplace=FLIPKART&srno=s_2_48&otracker=search&fm=organic&iid=5b80df22-a746-40aa-8b67-35a1fdea1d23.MOBFTW767YN8JXUQ.SEARCH&ssid=qexr8l82wg0000001612574314049&qH=9a56a29d6da35374,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999,20999
"Samsung Galaxy S10 Lite (Prism Blue,8 GB RAM, 128 GB)",4.5,12500,https://rukminim1.flixcart.com/image/416/416/k5o7r0w0/mobile/d/z/f/samsung-galaxy-s10-lite-sm-g770fzbsinu-original-imafzaqnw6bpqwag.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-s10-lite-prism-blue-128-gb/p/itm10bfdc05a4bda?pid=MOBFZ8HTYDB5RDZF&lid=LSTMOBFZ8HTYDB5RDZFZFKTSI&marketplace=FLIPKART&srno=s_3_49&otracker=search&fm=organic&iid=daddfa0f-b372-4865-95d9-3404cfc37941.MOBFZ8HTYDB5RDZF.SEARCH&ssid=ulk6cihb280000001612574316411&qH=9a56a29d6da35374,36499,36499,36499,36499,36499,unavailable,unavailable,unavailable,unavailable,36499,36499,36499,unavailable,40999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,36999,36999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"Samsung Galaxy M51 (Celestial Black,8 GB RAM, 128 GB)",4.4,201,https://rukminim1.flixcart.com/image/416/416/kgzg8sw0/mobile/y/z/e/samsung-galaxy-m51-m515fzkeins-original-imafx3ugrt6jyuqs.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-m51-celestial-black-128-gb/p/itm0cd0b1f924a21?pid=MOBFX3JN2QA3RYZE&lid=LSTMOBFX3JN2QA3RYZECEOSBR&marketplace=FLIPKART&srno=s_3_50&otracker=search&fm=organic&iid=daddfa0f-b372-4865-95d9-3404cfc37941.MOBFX3JN2QA3RYZE.SEARCH&ssid=ulk6cihb280000001612574316411&qH=9a56a29d6da35374,25479,25650,26999,26999,25700,25697,25697,25676,25676,25676,25676,25676,25676,25676,25635,25625,25600,25600,25586,26986,25570,25570,25413,25399,25399,25377,25288,25266,24988,24993,25399,25399
"Samsung Galaxy A21s (Silver,6 GB RAM, 128 GB)",4.2,6044,https://rukminim1.flixcart.com/image/416/416/kg6vfrk0/mobile/w/6/g/samsung-galaxy-a21s-sm-a217fzslins-original-imafwhjezxc7afzx.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a21s-silver-128-gb/p/itm50164b698e22c?pid=MOBFWCFDGDW84W6G&lid=LSTMOBFWCFDGDW84W6GC3VIAZ&marketplace=FLIPKART&srno=s_3_52&otracker=search&fm=organic&iid=daddfa0f-b372-4865-95d9-3404cfc37941.MOBFWCFDGDW84W6G.SEARCH&ssid=ulk6cihb280000001612574316411&qH=9a56a29d6da35374,17499,17499,17499,17499,17499,17499,17499,17499,2025,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499
"Samsung Galaxy A71 (Prism Crush Black,8 GB RAM, 128 GB)",4.4,5676,https://rukminim1.flixcart.com/image/416/416/k6fd47k0/mobile/k/c/f/samsung-galaxy-a71-sm-a715fzkwins-original-imafzvtqrqqwz8zd.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a71-prism-crush-black-128-gb/p/itmef5c22a98030a?pid=MOBFZ4AJ2FZGJKCF&lid=LSTMOBFZ4AJ2FZGJKCFH1I1TL&marketplace=FLIPKART&srno=s_3_53&otracker=search&fm=organic&iid=daddfa0f-b372-4865-95d9-3404cfc37941.MOBFZ4AJ2FZGJKCF.SEARCH&ssid=ulk6cihb280000001612574316411&qH=9a56a29d6da35374,27499,27499,27499,27499,27499,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,30500,unavailable,unavailable,unavailable,unavailable,unavailable,30500,30500,unavailable,30500,30500,30300,30300
"Samsung Galaxy S21 Ultra (Phantom Silver,12 GB RAM, 256 GB)",4.6,274,https://rukminim1.flixcart.com/image/416/416/kjvrdzk0/mobile/y/n/z/samsung-galaxy-s21-ultra-sm-g998bzsginu-original-imafzchbfk4zg9ga.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-s21-ultra-phantom-silver-256-gb/p/itm33747d3aa16d9?pid=MOBFZ3TMAHBPXYNZ&lid=LSTMOBFZ3TMAHBPXYNZS9EVOI&marketplace=FLIPKART&srno=s_3_54&otracker=search&fm=organic&iid=daddfa0f-b372-4865-95d9-3404cfc37941.MOBFZ3TMAHBPXYNZ.SEARCH&ssid=ulk6cihb280000001612574316411&qH=9a56a29d6da35374,"1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999","1,05,999"
"Samsung Galaxy M11 (Violet,3 GB RAM, 32 GB)",4.2,9777,https://rukminim1.flixcart.com/image/416/416/kavefm80/mobile/h/c/y/samsung-galaxy-m11-sm-m115fzleins-original-imafscgysncykdxv.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-m11-violet-32-gb/p/itm75f977995b456?pid=MOBFRZZHEMXTAE6H&lid=LSTMOBFRZZHEMXTAE6HQJEKQ9&marketplace=FLIPKART&srno=s_3_56&otracker=search&fm=organic&iid=daddfa0f-b372-4865-95d9-3404cfc37941.MOBFRZZHEMXTAE6H.SEARCH&ssid=ulk6cihb280000001612574316411&qH=9a56a29d6da35374,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785,11785
"Samsung Galaxy A10s (Blue,2 GB RAM, 32 GB)",4.4,2548,https://rukminim1.flixcart.com/image/416/416/k2jbyq80pkrrdj/mobile-refurbished/q/m/g/galaxy-a10s-32-gb-c-sm-a107fzbdins-samsung-2-original-imafjycggdwt5akh.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a10s-blue-32-gb/p/itm813d5cf8aadf6?pid=MOBFJPAQWGQPZPVE&lid=LSTMOBFJPAQWGQPZPVE2BJKYH&marketplace=FLIPKART&srno=s_3_57&otracker=search&fm=organic&iid=daddfa0f-b372-4865-95d9-3404cfc37941.MOBFJPAQWGQPZPVE.SEARCH&ssid=ulk6cihb280000001612574316411&qH=9a56a29d6da35374,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
"Samsung Galaxy A21s (Blue,6 GB RAM, 128 GB)",4.2,6044,https://rukminim1.flixcart.com/image/416/416/kbi9h8w0/mobile/q/2/x/samsung-galaxy-a21s-sm-a217fzbfins-original-imafsuyataz9hpmz.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a21s-blue-128-gb/p/itm9b1380dccb8dc?pid=MOBFWCFDZWGKHXNG&lid=LSTMOBFWCFDZWGKHXNGRN8EX0&marketplace=FLIPKART&srno=s_3_58&otracker=search&fm=organic&iid=daddfa0f-b372-4865-95d9-3404cfc37941.MOBFWCFDZWGKHXNG.SEARCH&ssid=ulk6cihb280000001612574316411&qH=9a56a29d6da35374,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499
"Samsung Galaxy A51 (Prism Crush White,8 GB RAM, 128 GB)",4.3,2982,https://rukminim1.flixcart.com/image/416/416/k62i5jk0/mobile/x/a/c/samsung-galaxy-a51-sm-a515fzwhins-original-imafzhr4fdqgzzjn.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a51-prism-crush-white-128-gb/p/itmcdc8f5f982c8e?pid=MOBFS72H6Z6SPUZC&lid=LSTMOBFS72H6Z6SPUZCCWFQ2J&marketplace=FLIPKART&srno=s_3_59&otracker=search&fm=organic&iid=daddfa0f-b372-4865-95d9-3404cfc37941.MOBFS72H6Z6SPUZC.SEARCH&ssid=ulk6cihb280000001612574316411&qH=9a56a29d6da35374,22499,22499,22499,22499,22499,unavailable,unavailable,unavailable,22499,unavailable,unavailable,unavailable,22499,unavailable,22499,22499,22499,22499,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,22499,22499,unavailable,unavailable,unavailable,22499,22499
"Samsung Galaxy S10 Lite (Prism Black,8 GB RAM, 512 GB)",4.5,12500,https://rukminim1.flixcart.com/image/416/416/k5o7r0w0/mobile/h/s/v/samsung-galaxy-s10-lite-sm-g770fzksinu-original-imafzaqnbjuffrvv.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-s10-lite-prism-black-512-gb/p/itm17d286bbca7ba?pid=MOBFPDVHFE8VVD9R&lid=LSTMOBFPDVHFE8VVD9RCNLMY9&marketplace=FLIPKART&srno=s_3_61&otracker=search&fm=organic&iid=daddfa0f-b372-4865-95d9-3404cfc37941.MOBFPDVHFE8VVD9R.SEARCH&ssid=ulk6cihb280000001612574316411&qH=9a56a29d6da35374,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999,45999
"Samsung M31 Prime (Space Black,6 GB RAM, 128 GB)",4.4,436,https://rukminim1.flixcart.com/image/416/416/kgl5ua80/mobile/2/3/h/samsung-m31-prime-sm-m315fzbg1-original-imafwsr3cjzf8n4k.jpeg?q=70,https://www.flipkart.com/samsung-m31-prime-space-black-128-gb/p/itm665ecf78db868?pid=MOBFX77NDJXMDZZY&lid=LSTMOBFX77NDJXMDZZY68Q6PN&marketplace=FLIPKART&srno=s_3_62&otracker=search&fm=organic&iid=daddfa0f-b372-4865-95d9-3404cfc37941.MOBFX77NDJXMDZZY.SEARCH&ssid=ulk6cihb280000001612574316411&qH=9a56a29d6da35374,17304,17299,16995,16995,17270,17999,17999,17999,17999,17892,17888,17888,17837,17824,17769,17738,17605,17605,17310,17399,17158,17158,17081,17044,17044,16984,16937,16905,16899,16899,16899,16899
"Samsung M31 Prime (IceBerg Blue,6 GB RAM, 128 GB)",4.4,436,https://rukminim1.flixcart.com/image/416/416/kgl5ua80/mobile/w/d/v/samsung-m31-prime-sm-m315flbg1-original-imafwsr3aazg4za6.jpeg?q=70,https://www.flipkart.com/samsung-m31-prime-iceberg-blue-128-gb/p/itmf7ad901340407?pid=MOBFWVRYQ8DRGQEB&lid=LSTMOBFWVRYQ8DRGQEBINHNL3&marketplace=FLIPKART&srno=s_3_63&otracker=search&fm=organic&iid=daddfa0f-b372-4865-95d9-3404cfc37941.MOBFWVRYQ8DRGQEB.SEARCH&ssid=ulk6cihb280000001612574316411&qH=9a56a29d6da35374,17999,17999,17999,17999,17999,18490,18490,18490,18490,18490,unavailable,unavailable,unavailable,18490,18490,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,18490,18490,18490,18490,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"Samsung Galaxy M51 (Electric Blue,8 GB RAM, 128 GB)",4.4,201,https://rukminim1.flixcart.com/image/416/416/kgzg8sw0/mobile/p/t/e/samsung-galaxy-m51-sm-m515fzbeins-original-imafx3c8qgphcqw2.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-m51-electric-blue-128-gb/p/itm4c319bae3c362?pid=MOBFX2HBBH8BSPTE&lid=LSTMOBFX2HBBH8BSPTE8XHJ6X&marketplace=FLIPKART&srno=s_3_64&otracker=search&fm=organic&iid=daddfa0f-b372-4865-95d9-3404cfc37941.MOBFX2HBBH8BSPTE.SEARCH&ssid=ulk6cihb280000001612574316411&qH=9a56a29d6da35374,26499,25990,25986,25986,26499,26499,26499,26499,26499,26499,26499,26499,25800,25800,25800,25800,25800,25800,25800,25800,24950,24950,24950,24950,24950,24700,25100,25100,25100,25100,25299,25299
"Samsung Galaxy M01s (Gray,3 GB RAM, 32 GB)",4.2,500,https://rukminim1.flixcart.com/image/416/416/kdnf98w0/mobile/g/z/n/samsung-galaxy-m01s-b089ms4lgt-original-imafug5gtyqhdwb8.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-m01s-gray-32-gb/p/itm4c2b9eb29cf24?pid=MOBFUG5ZAXZNGGZN&lid=LSTMOBFUG5ZAXZNGGZNDALEM7&marketplace=FLIPKART&srno=s_3_65&otracker=search&fm=organic&iid=daddfa0f-b372-4865-95d9-3404cfc37941.MOBFUG5ZAXZNGGZN.SEARCH&ssid=ulk6cihb280000001612574316411&qH=9a56a29d6da35374,9584,9589,9589,9589,9499,9499,9499,9320,9443,9404,9394,9394,9370,9369,9359,9348,9547,9547,9339,9539,9338,9338,9339,9589,9589,9249,9244,9244,9244,9499,9499,9499
"Samsung Galaxy A21s (Blue,6 GB RAM, 64 GB)",4.2,6044,https://rukminim1.flixcart.com/image/416/416/kbi9h8w0/mobile/q/2/x/samsung-galaxy-a21s-sm-a217fzbfins-original-imafsuyataz9hpmz.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a21s-blue-64-gb/p/itm08a6ca5d92b9d?pid=MOBFSFMJHFVHCQ2X&lid=LSTMOBFSFMJHFVHCQ2XYPDKY2&marketplace=FLIPKART&srno=s_3_68&otracker=search&fm=organic&iid=daddfa0f-b372-4865-95d9-3404cfc37941.MOBFSFMJHFVHCQ2X.SEARCH&ssid=ulk6cihb280000001612574316411&qH=9a56a29d6da35374,16499,16499,16499,16499,16499,16499,16499,16499,16499,17299,16499,16499,16499,16499,16499,16499,16499,16499,16999,16490,16499,16499,16399,16399,16399,16498,16498,16489,16489,16489,16390,16390
"Samsung Galaxy Note10 Lite (Aura Black,8 GB RAM, 128 GB)",4.4,1472,https://rukminim1.flixcart.com/image/416/416/k5r2mq80/mobile/z/h/a/samsung-galaxy-note10-lite-sm-n770fzkninu-original-imafzd7zhbhzfxjd.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-note10-lite-aura-black-128-gb/p/itm0fb3acba72dfa?pid=MOBFZ4AJAZFZPZHA&lid=LSTMOBFZ4AJAZFZPZHAN2TNI1&marketplace=FLIPKART&srno=s_3_69&otracker=search&fm=organic&iid=daddfa0f-b372-4865-95d9-3404cfc37941.MOBFZ4AJAZFZPZHA.SEARCH&ssid=ulk6cihb280000001612574316411&qH=9a56a29d6da35374,36999,36999,36999,36999,36999,36999,36999,36999,36999,34990,36999,36999,36999,36999,36999,36999,36999,36999,38990,38990,unavailable,unavailable,unavailable,unavailable,unavailable,36800,36800,36800,36800,36999,36800,36800
"Samsung Galaxy A10s (Black,3 GB RAM, 32 GB)",4.3,2200,https://rukminim1.flixcart.com/image/416/416/k2jbyq80pkrrdj/mobile-refurbished/d/u/c/galaxy-a10s-32-gb-c-sm-a107fzkdins-samsung-2-original-imafjycfagsvuzrw.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a10s-black-32-gb/p/itm0d0ef983bbc47?pid=MOBFJPAQUNZRTVUX&lid=LSTMOBFJPAQUNZRTVUXAWW4CF&marketplace=FLIPKART&srno=s_3_71&otracker=search&fm=organic&iid=daddfa0f-b372-4865-95d9-3404cfc37941.MOBFJPAQUNZRTVUX.SEARCH&ssid=ulk6cihb280000001612574316411&qH=9a56a29d6da35374,10999,10499,10499,10499,10999,10999,10999,10998,10999,10998,10998,10998,9999,10999,10999,9999,9999,9999,9990,9990,9990,9990,9990,9990,9990,9990,9990,9999,10499,9990,10499,10499
